,bluewins,bluetotalgold,redtotalgold
5067,0,17773,13516
5068,1,18217,16543
5069,1,15408,16336
5070,0,16360,16435
5071,0,13428,17187
5072,0,13860,17998
5073,0,15995,19530
5074,0,14442,19161
5075,1,20125,14225
5076,0,16542,14724
5077,1,13943,17404
5078,1,16836,18357
5079,1,17631,16303
5080,1,16765,15854
5081,1,18001,15890
5082,1,19580,18645
5083,0,14774,17806
5084,1,17525,17950
5085,1,19280,16915
5086,1,17929,14789
5087,1,15988,16767
5088,1,17214,15524
5089,1,15897,14464
5090,1,18539,15073
5091,1,18132,16185
5092,1,20236,14758
5093,1,17011,14352
5094,1,20206,13931
5095,1,17673,16304
5096,1,16983,16561
5097,0,15139,17420
5098,1,18132,16410
5099,0,15867,17462
5100,1,15931,16661
5101,1,17610,18778
5102,1,17495,14949
5103,0,16230,17069
5104,0,14496,16813
5105,0,16008,16912
5106,0,16923,17596
5107,1,19462,15018
5108,0,16482,17725
5109,1,15592,17670
5110,0,17268,18220
5111,0,15167,17299
5112,0,15847,16862
5113,0,16333,15816
5114,1,16032,18254
5115,1,15762,15970
5116,0,14749,17262
5117,1,15405,16006
5118,1,16775,15022
5119,0,14667,15418
5120,1,17409,15979
5121,1,15706,16175
5122,1,16466,17565
5123,1,20190,14637
5124,1,17408,15317
5125,0,15591,17542
5126,1,16410,16314
5127,0,17854,16092
5128,1,17243,14161
5129,1,16987,14379
5130,0,14818,16278
5131,1,18633,14849
5132,0,17566,19619
5133,0,14956,16976
5134,0,18206,17069
5135,0,15758,17319
5136,0,15632,16230
5137,0,16278,18107
5138,1,17131,15095
5139,1,16795,18176
5140,1,19070,16823
5141,1,15993,16793
5142,0,15715,16541
5143,1,18583,14303
5144,0,16848,17821
5145,1,17903,15933
5146,1,14724,16582
5147,0,16371,18238
5148,1,16571,17255
5149,1,15445,18501
5150,0,13980,18310
5152,1,17588,15788
5153,0,16326,15817
5154,0,17610,15727
5155,0,17238,16344
5156,0,15602,18662
5157,0,15615,18985
5158,0,15138,15590
5159,1,18021,16231
5160,0,15063,14273
5161,1,17561,17016
5162,1,17696,14178
5163,1,16548,15768
5164,0,14610,15368
5165,1,20236,16039
5166,0,17698,16972
5167,0,15021,16275
5168,0,15226,16433
5169,0,17064,15897
5170,0,15221,15400
5171,0,17972,15609
5172,1,18151,17304
5173,1,19773,14151
5174,1,16262,15795
5175,0,17044,17159
5176,1,17562,14050
5177,0,14364,17209
5178,1,17855,13779
5179,1,15874,17680
5180,1,16881,17097
5181,0,18060,16425
5182,0,15106,18187
5183,1,16454,13743
5184,1,18078,13489
5185,0,15300,15488
5186,1,18919,14936
5187,1,15565,16750
5188,1,18553,14293
5189,1,16639,15804
5190,1,18273,15394
5191,1,16560,16967
5192,0,13742,19447
5193,0,17525,16255
5194,0,15123,18327
5195,0,14686,18613
5196,1,16957,16879
5197,1,16796,15007
5198,0,18592,17015
5199,0,16411,15821
5200,0,15730,16114
5201,1,16302,15987
5202,0,15447,14867
5203,1,17299,15429
5204,1,17500,14192
5205,0,15659,18201
5206,0,16286,15917
5207,0,15335,15148
5208,0,17744,16635
5209,1,17592,16020
5210,0,15732,17812
5211,0,16544,19473
5212,1,18913,17472
5213,1,16757,15884
5214,1,16152,16785
5215,0,14505,15343
5216,1,15575,16673
5217,0,18187,16278
5218,1,16674,18251
5219,0,16028,16756
5220,0,16157,16015
5221,0,15773,17842
5222,1,17262,15589
5223,0,14367,19452
5224,1,15387,15050
5225,1,15326,15559
5226,1,16867,15947
5227,1,14162,15240
5228,0,16253,16270
5229,0,14041,18418
5230,1,18051,15488
5231,1,16441,15187
5232,0,16157,16678
5234,1,16284,16780
5235,0,15617,19133
5236,1,17261,15682
5237,0,17385,18132
5238,1,20134,17689
5239,1,14867,15045
5240,0,15312,17156
5241,1,14815,15795
5242,0,17511,14716
5243,0,17157,19252
5244,0,18714,17913
5245,1,17136,17642
5246,1,16966,16261
5247,1,16948,16241
5248,1,17552,15454
5249,1,17941,16261
5250,0,16334,16634
5251,0,13428,19882
5252,1,18014,16626
5253,0,15114,16272
5254,0,18234,16615
5255,0,16061,16360
5256,0,15828,14652
5257,0,15767,16710
5258,0,16460,17909
5259,0,16138,17669
5260,0,16482,17154
5261,0,15656,16040
5262,0,17281,14796
5263,1,18195,13998
5264,0,14054,15798
5265,0,17191,16537
5266,1,19226,14837
5267,1,18705,15013
5268,1,16057,15885
5269,0,15722,16210
5270,0,15513,17304
5271,0,14964,18189
5272,1,16678,14311
5273,0,18238,16441
5274,0,16758,18114
5275,1,16545,16752
5276,0,14843,17534
5277,1,17459,13725
5278,0,15878,15311
5279,0,14462,15354
5280,0,14788,18019
5281,1,17871,16280
5282,0,18080,16082
5283,0,13428,20376
5284,1,18291,15069
5285,1,16795,15080
5286,0,13602,18690
5287,1,19162,18080
5288,1,17253,15366
5289,1,19713,16918
5290,0,15675,15126
5291,1,15691,15595
5292,0,15008,16023
5293,1,16867,14393
5294,1,17104,17215
5295,0,17731,16356
5296,0,13751,16258
5297,0,15544,15343
5298,0,18057,14905
5299,0,16321,16201
5300,1,17394,16017
5301,1,17622,14551
5302,1,20127,13979
5303,1,15800,15505
5304,1,15723,15272
5305,1,16544,15812
5306,0,17758,16838
5307,0,15890,17929
5308,0,14646,19682
5309,0,16898,17438
5310,0,17524,18843
5311,1,16541,13986
5312,0,14566,17229
5313,1,15929,15912
5314,0,15866,16725
5315,0,16126,16065
5316,1,15620,17381
5317,1,17524,16448
5318,1,18746,16548
5319,0,17187,16561
5320,1,15181,14270
5321,1,19563,14897
5322,1,19197,18030
5323,0,14803,17257
5324,0,13508,17088
5325,0,18978,14793
5326,1,16627,14728
5327,1,15562,15997
5328,0,14717,17742
5329,0,16213,19248
5330,0,16922,16804
5331,0,17094,16090
5332,1,17232,16507
5333,1,19529,16213
5334,0,15684,17084
5335,1,16352,14528
5336,0,16782,15965
5337,1,17514,14344
5338,0,17332,17338
5339,1,18951,16055
5340,1,18039,13489
5341,0,14487,17126
5342,1,18398,16311
5343,1,15007,16940
5344,0,16117,13489
5345,0,17457,14674
5346,0,15716,17271
5347,1,15980,18545
5348,0,15364,16037
5349,1,19082,15070
5350,1,15671,16652
5351,0,14321,18878
5352,0,15903,15092
5353,1,20236,14453
5354,1,17442,16885
5355,1,20236,17434
5356,1,13691,14839
5357,0,14909,15356
5358,0,16372,16319
5359,0,17134,17974
5360,1,15648,14461
5361,1,16279,18032
5362,1,17251,17423
5363,1,17330,16553
5364,1,17655,15749
5365,1,17258,14948
5366,0,13729,14942
5367,1,18555,16067
5368,1,17025,15626
5369,1,17528,16152
5370,1,15829,15564
5371,0,16135,17917
5372,1,15781,16316
5373,0,16533,17260
5374,1,18270,14465
5375,1,19673,13876
5376,1,17628,14089
5378,0,14533,18566
5379,0,16067,17243
5380,1,14740,16142
5381,0,16560,15799
5382,0,16979,15941
5383,0,14081,20376
5384,0,13511,18938
5385,0,17951,18145
5386,1,14202,16465
5387,0,18291,16598
5388,0,15599,17830
5389,1,18265,14903
5390,1,18888,16048
5391,0,16422,19028
5392,1,18090,16206
5393,1,17602,14753
5394,1,13991,17747
5395,1,17389,14812
5396,1,15586,17363
5397,0,15279,16805
5398,1,17016,16678
5399,1,16171,16929
5400,1,19127,14065
5401,0,17962,14595
5402,0,14580,19171
5403,0,15716,15595
5404,0,13962,15597
5405,1,18519,13763
5406,1,18557,14709
5407,1,16793,16330
5408,0,19169,15864
5409,1,19933,17460
5410,0,16391,16238
5411,1,17340,14215
5412,1,19861,17509
5413,0,16273,16727
5414,0,15595,17435
5415,0,17429,16529
5416,0,16524,16428
5417,0,15293,17297
5418,0,13988,16749
5419,1,15557,16190
5420,0,15227,16785
5421,0,16378,15985
5422,0,16007,16880
5423,1,17937,16874
5424,0,13537,17289
5425,0,17907,16357
5426,0,16053,15442
5427,1,16616,17232
5428,1,16367,16216
5429,1,17494,15976
5430,1,17704,16463
5431,1,17817,17037
5433,0,16988,16951
5434,1,17661,16846
5435,1,15755,14804
5436,0,15392,20277
5437,0,13925,18452
5438,1,16421,15182
5439,1,14535,15523
5440,1,17082,14866
5441,0,15711,15812
5442,1,16087,15862
5443,0,13428,18095
5444,1,18438,14696
5445,0,14485,16351
5446,1,16222,14225
5447,0,14624,17418
5448,1,17568,16332
5449,0,15198,15211
5450,1,16313,15185
5451,0,16560,17089
5452,0,15693,16179
5453,1,16403,17848
5454,0,13720,16447
5455,0,16599,15563
5456,0,15364,16163
5457,0,14978,19391
5458,0,16970,17123
5459,0,16851,19137
5460,0,14893,15895
5461,1,20236,14768
5462,1,15574,14734
5463,1,18155,17687
5464,1,16469,16221
5465,0,13983,17815
5466,1,20236,14188
5467,1,16807,15512
5468,1,14996,18327
5469,1,17477,16428
5470,0,15810,17115
5471,0,13980,17719
5472,1,15726,15978
5473,0,15153,15962
5474,0,14695,16757
5475,0,16106,16190
5476,1,16493,15865
5477,1,17099,15755
5478,0,15211,19059
5479,0,16643,15128
5480,0,16581,16119
5481,1,17953,16895
5482,0,16112,16666
5483,1,15637,16097
5484,0,15977,17107
5485,0,13932,17851
5486,1,16206,16883
5487,0,16163,16982
5488,1,15296,14563
5489,1,15966,16813
5490,0,15555,14818
5491,1,16041,14150
5492,0,15239,18369
5493,1,17049,16902
5494,1,17492,16805
5495,0,14370,17550
5496,0,17543,17687
5497,0,13570,19944
5498,0,15948,16895
5499,1,14339,17413
5500,1,20084,17986
5501,1,15375,16645
5502,1,14313,16402
5503,1,17786,14382
5504,1,16657,16863
5505,1,15994,14598
5506,0,14352,16827
5507,1,15589,17700
5508,0,17544,17919
5509,0,16447,18389
5510,1,15883,16309
5511,0,15693,18487
5512,0,13737,20376
5513,0,17019,15844
5514,0,15029,16449
5515,0,16643,16908
5516,1,15198,15995
5517,1,18625,15424
5518,0,15030,15662
5519,1,18347,15854
5520,1,18458,15300
5521,0,16228,17355
5522,0,16880,17176
5523,1,14144,15617
5524,0,16056,15246
5525,1,17444,17624
5526,1,14716,15555
5527,1,16443,15413
5528,1,14507,15392
5529,0,17974,17788
5530,0,15279,18981
5531,1,18837,15358
5532,0,14291,19282
5533,0,15290,17833
5534,1,17687,15958
5535,0,15742,17706
5536,0,13942,15173
5537,0,16452,16897
5538,0,16123,15266
5539,0,14725,17684
5540,0,17151,18744
5541,0,14616,16057
5542,1,15862,16154
5543,0,19139,18325
5544,1,18409,18184
5545,1,18236,15755
5546,0,16991,15875
5547,0,14270,17789
5548,0,17802,16678
5549,1,17340,14854
5550,0,18959,15586
5551,0,14809,17404
5552,1,16900,17490
5553,1,16647,13489
5554,1,17149,14539
5555,0,16855,18152
5556,1,17838,18320
5557,1,16730,17967
5558,0,16948,20376
5559,1,13946,15842
5560,1,16144,14550
5561,1,18248,16259
5562,1,18710,15243
5563,0,14733,17000
5564,0,15386,17125
5565,0,15812,16762
5566,0,15553,17002
5567,0,16549,15938
5568,1,16348,17068
5569,0,16115,15599
5570,1,17814,15660
5571,0,16884,18358
5572,0,16038,19712
5573,1,18198,16649
5574,0,15827,18510
5575,1,16421,16154
5576,1,18107,16690
5577,1,18821,14747
5578,0,16063,17634
5579,1,19376,17308
5580,0,18345,16386
5581,1,16239,16203
5582,1,17596,15565
5583,1,16655,15601
5584,1,17623,16899
5585,0,17326,17272
5586,1,16628,14578
5587,1,15863,15817
5588,1,18698,16620
5589,1,20236,15827
5590,0,15689,17942
5591,1,14795,14591
5592,1,20236,16005
5593,0,18103,15420
5594,1,20236,15782
5595,0,15881,15805
5596,1,17342,16531
5597,0,16583,14392
5598,1,18544,15498
5599,1,17023,16352
5600,0,16190,16348
5601,1,17965,15381
5602,1,16932,15873
5603,0,17793,19554
5604,0,18096,16269
5605,0,16317,18765
5606,1,15049,17137
5607,0,18997,17624
5608,0,17098,15365
5609,1,16459,16794
5610,1,18129,15214
5611,0,14459,16958
5612,1,16373,17716
5613,0,16645,17387
5614,1,14010,17057
5615,0,14780,16608
5616,0,16740,18524
5617,0,16812,17072
5618,0,16667,15202
5619,1,17954,15527
5620,1,19278,15048
5621,0,14784,18368
5622,0,14290,17550
5623,1,16759,15771
5624,1,16929,15531
5625,0,14839,15825
5626,1,16820,16381
5627,0,18010,15890
5628,0,16409,14767
5629,0,17456,15976
5630,0,17235,16485
5631,1,16934,15220
5632,0,15109,16602
5633,1,16898,16299
5634,1,19237,18256
5635,1,16525,16458
5636,0,14452,15856
5637,1,17463,15126
5638,0,18695,18094
5639,0,15360,16189
5640,1,17626,15115
5641,1,15429,15390
5642,1,15271,15726
5643,1,14961,17338
5644,1,20236,13489
5645,0,16983,17108
5646,0,17490,14610
5647,0,18863,16074
5648,1,18259,16005
5649,1,17939,14693
5650,0,14695,16461
5651,0,14299,18675
5652,1,17328,14971
5653,1,17299,15220
5654,1,18541,14179
5655,0,14854,18184
5656,0,17816,16328
5657,0,17482,18043
5658,1,19754,18375
5659,1,17928,16678
5660,1,16273,15809
5661,1,16473,17101
5662,1,16033,18779
5663,0,18002,20342
5664,1,19360,16326
5665,0,14777,16441
5666,0,16738,18166
5667,1,17070,15619
5668,0,16995,18661
5669,1,17896,16820
5670,1,15186,15221
5671,0,17294,14814
5672,1,16443,14726
5673,0,15420,16112
5674,1,14979,16150
5675,1,16984,16515
5676,1,16580,16914
5677,1,14529,13605
5678,1,16616,17443
5679,1,15199,16830
5680,0,16240,18424
5681,0,15719,16552
5682,1,17231,18702
5683,1,18945,16403
5684,1,16779,15311
5685,1,17993,15211
5686,0,15782,18105
5687,1,17910,15124
5688,0,17319,15110
5689,1,17788,13489
5690,1,16304,16365
5691,0,15438,15476
5692,1,18879,16967
5693,1,16987,14580
5694,1,15740,14662
5695,0,15375,16864
5696,0,16658,18842
5697,1,18130,14225
5698,0,13486,14919
5699,0,13428,16964
5700,0,14587,18128
5701,0,15741,16166
5702,0,18098,15368
5703,1,18695,14397
5704,0,15549,17390
5705,1,17951,14929
5706,0,18428,15311
5707,1,16466,13977
5708,1,17056,13541
5709,1,18017,16080
5710,1,20236,17746
5711,0,13998,19084
5712,0,18012,16818
5713,0,15840,14917
5714,1,17784,16284
5715,1,18167,15476
5716,1,18795,14297
5717,1,17999,15288
5718,1,17381,16081
5719,0,14194,19747
5720,0,15732,15715
5721,1,18335,15837
5722,1,17785,16462
5723,1,16911,14646
5724,1,20236,15486
5725,0,14652,15727
5726,1,16936,17237
5727,0,15821,19185
5728,1,17863,14754
5729,1,20236,16991
5730,0,15964,16190
5731,0,18172,16782
5732,0,15662,19645
5733,0,13428,18824
5734,1,19236,16987
5735,0,16500,17481
5736,1,15292,17066
5737,1,19677,13489
5738,0,15660,18262
5739,1,15639,18247
5740,1,16746,15680
5741,1,15042,18094
5742,0,13496,15948
5743,0,17421,18751
5744,0,15696,18638
5745,0,15577,16123
5746,1,17563,17295
5747,0,15387,15888
5748,0,14612,17153
5749,0,17898,16956
5750,1,18376,17723
5751,0,17235,15032
5752,0,13736,17329
5753,0,16818,16535
5754,1,19950,16293
5755,0,16840,16047
5756,0,13961,18692
5757,0,15404,16736
5758,1,15481,15734
5759,1,16751,15919
5760,1,18447,16702
5761,1,16983,17338
5762,0,14596,16479
5763,1,16622,14561
5764,1,16730,17558
5765,0,18073,15709
5766,1,18622,15660
5767,0,16730,16552
5769,0,16161,19922
5770,0,16175,15491
5771,0,15355,17570
5772,1,18504,15058
5773,0,17147,18693
5774,1,16616,15232
5775,1,15471,14763
5776,0,17075,18150
5777,0,14519,18317
5778,1,18664,15338
5779,0,14768,17105
5780,1,15859,16757
5782,1,15412,19180
5783,0,15306,16477
5784,0,16377,18544
5785,1,16563,16065
5786,1,18879,14366
5787,0,14656,18857
5788,0,13428,17929
5789,1,16256,14206
5790,0,15179,15836
5791,1,17384,15139
5792,1,18280,14026
5793,0,18253,17097
5794,0,14722,15177
5795,1,18593,16316
5796,1,17345,16417
5797,0,18804,14197
5798,1,15597,15397
5799,1,16460,15392
5800,0,16156,14517
5801,1,16463,15158
5802,1,17541,15777
5803,0,15020,17640
5804,1,14687,16829
5805,0,15502,16440
5806,1,17413,14767
5807,0,16001,16055
5808,0,17040,16747
5809,0,15920,17058
5810,1,17408,17048
5811,0,16394,16521
5812,0,13428,16568
5813,1,17697,17579
5814,1,15708,18913
5815,1,18409,18615
5816,0,13428,19576
5817,1,17503,15032
5818,1,16936,17032
5819,0,14622,16189
5820,1,16266,15346
5821,0,15240,16519
5822,1,16911,16230
5823,0,14055,17927
5824,1,17227,15898
5825,0,15525,17309
5826,0,14199,20376
5827,1,16610,15782
5828,0,14307,17725
5829,1,16646,14124
5830,0,15316,18198
5831,1,14834,17548
5832,1,16027,15751
5833,0,15631,16335
5834,0,15114,16324
5835,1,16929,15828
5836,1,17828,17457
5837,0,14062,16288
5838,1,15885,16393
5839,0,13976,16947
5840,1,16898,16164
5841,1,16535,15579
5842,0,16847,15007
5843,0,15937,18075
5844,0,13453,18856
5845,0,17071,18834
5846,0,16224,16518
5847,1,19776,16970
5848,1,17461,14342
5849,0,16355,16850
5850,1,17325,14420
5851,1,16391,17233
5852,1,16938,15057
5853,0,15316,18199
5854,0,13428,17694
5855,0,15373,19805
5856,0,15196,15144
5857,1,17184,15349
5858,1,16135,15962
5859,0,14658,16615
5860,1,15420,17053
5861,1,18130,15495
5862,1,15119,15445
5863,1,17101,13944
5864,1,15832,16218
5865,1,15088,16773
5866,1,16213,14251
5867,1,17300,15002
5868,1,16818,16230
5869,0,17163,20043
5870,1,15522,16593
5871,0,16991,17992
5872,1,17556,16303
5873,1,17359,16472
5874,0,18849,18147
5875,1,15260,16703
5876,1,18307,15194
5877,0,15363,17514
5878,0,17543,17339
5879,1,18513,17803
5880,1,15913,16396
5881,1,16605,17248
5882,0,17641,17205
5883,1,18564,16559
5884,1,15588,15396
5885,1,14722,15397
5886,0,16531,17400
5887,0,15471,15861
5888,1,17271,14902
5889,1,17351,14100
5890,0,14869,16511
5891,0,16534,17790
5892,1,16226,17839
5893,1,16847,14506
5894,1,16583,18218
5895,0,15573,15507
5896,1,17770,16775
5897,0,15850,14643
5898,1,13756,17506
5899,0,15192,18432
5900,1,17611,15905
5901,1,14796,16979
5902,1,18519,13489
5903,1,15750,14995
5904,0,15967,18035
5905,0,16777,16482
5906,1,17145,14582
5907,1,17309,16546
5908,1,19219,16873
5909,1,16164,16051
5910,0,17220,17085
5911,1,14527,15590
5912,0,14355,14296
5913,1,18672,15093
5914,1,16481,15918
5915,0,18376,15781
5916,0,13899,20033
5917,1,16345,15061
5918,1,17964,13922
5919,0,14591,15408
5920,1,16486,15368
5921,1,16636,14803
5922,1,17585,14533
5923,0,16233,19792
5924,0,16830,18449
5925,1,19257,15491
5926,1,16977,15170
5927,1,15517,14820
5928,0,17810,17278
5929,0,15454,16278
5930,1,18048,13754
5931,0,16938,16732
5932,1,18587,15736
5933,1,13711,18042
5934,1,17687,13648
5935,0,17170,14929
5936,0,17055,16488
5937,0,16760,16534
5938,0,15680,19545
5939,0,13670,19952
5940,1,20236,17233
5941,1,16209,16154
5942,1,20236,16561
5943,0,16180,14842
5944,1,17608,15423
5945,0,17248,17357
5946,1,17025,15829
5947,0,14451,17479
5948,0,17169,16435
5949,0,15908,16943
5950,1,14948,18617
5951,0,16941,18774
5952,1,18410,17696
5953,0,15288,16940
5954,0,13446,18286
5955,1,18802,15555
5956,1,16398,15055
5957,0,15778,15742
5958,0,14634,15513
5959,1,14269,18210
5960,0,16031,17018
5961,0,13817,17111
5962,0,16280,18478
5963,1,14823,18739
5964,1,17174,18516
5965,1,17349,15407
5966,0,13428,15701
5967,0,16231,17766
5968,1,15255,16220
5969,1,15337,17013
5970,1,18050,15203
5971,1,15730,14347
5972,0,14752,15191
5973,1,17578,15589
5974,1,15397,16172
5975,0,17012,16140
5976,1,14886,14124
5977,1,19592,16378
5978,0,17550,17375
5979,1,17106,15968
5980,0,17977,16915
5981,1,16953,14605
5982,0,13550,18320
5983,0,15224,18819
5984,1,18582,14701
5985,1,20236,14625
5986,0,16066,17313
5987,1,18077,16408
5988,0,16042,15462
5989,1,14781,14616
5990,0,15904,17501
5991,1,15281,16017
5992,0,14795,18226
5993,1,15065,17625
5994,1,19011,15560
5995,0,16366,14386
5996,1,16709,17338
5997,1,15798,16159
5998,1,15239,14497
5999,1,17287,16401
6000,1,14788,14954
6001,1,16736,16303
6002,0,16876,16845
6003,0,14563,17567
6004,0,15912,14878
6005,0,16624,15564
6006,1,19018,15892
6007,1,16682,16939
6008,0,17249,16154
6009,1,15727,15811
6010,0,14962,16634
6011,0,17390,15746
6012,1,16632,17701
6013,1,16706,15354
6014,0,14969,14153
6015,1,16630,16789
6016,0,17037,18933
6017,0,16729,14481
6018,1,16281,16153
6019,1,16375,14986
6020,1,16849,15733
6021,1,18195,13837
6022,1,15825,16131
6023,1,18483,15568
6024,0,18270,16343
6025,0,17372,15881
6026,1,19582,15315
6027,1,16823,15414
6028,1,18264,16076
6029,0,15142,18249
6030,0,16396,18036
6031,1,15434,17240
6032,1,18564,14046
6033,0,17304,16177
6034,0,17785,15188
6035,1,17299,14893
6036,0,15528,19074
6037,0,16532,14612
6038,0,16279,15200
6039,1,19245,16137
6040,1,14998,16429
6041,1,15391,16986
6042,0,18459,16923
6043,0,15535,17143
6044,1,17226,14271
6045,1,15743,16463
6046,0,14659,15151
6047,0,15674,19253
6048,1,20236,13489
6049,0,17631,14195
6050,1,16282,15469
6051,0,14249,17393
6052,0,18159,18207
6053,0,15666,18134
6054,0,13428,18154
6055,1,16563,14777
6056,1,18339,14211
6057,1,17666,17850
6058,0,15315,18196
6059,1,18628,15765
6060,1,17342,14559
6061,0,18000,16843
6062,1,15318,16260
6063,1,17795,16428
6064,0,16351,19280
6065,0,14842,16834
6066,1,15439,14872
6067,1,16994,16548
6068,0,16250,17911
6069,0,14789,19952
6070,1,14830,15402
6071,0,14252,18471
6072,0,17300,19904
6073,0,17391,20376
6074,0,15600,18289
6075,1,16134,15277
6076,1,18470,15052
6077,0,15298,16615
6078,1,15849,14613
6079,1,15793,17047
6080,1,14392,14055
6081,0,15508,16253
6082,1,15467,17991
6083,1,19904,17219
6084,1,17206,17827
6085,0,16600,16935
6086,1,16154,16927
6087,0,15218,17278
6088,1,15135,17632
6089,0,14980,17938
6090,1,16283,16313
6091,1,14706,14499
6092,0,18508,17066
6093,0,18324,16109
6094,0,14969,19455
6095,1,15116,15550
6096,0,15752,16469
6097,0,19056,14744
6098,0,16412,15432
6099,1,17773,14875
6100,0,14710,16509
6101,0,17543,17239
6102,1,15981,15627
6103,0,17570,17446
6104,0,14505,19036
6105,0,17618,16618
6106,1,18858,17980
6107,0,15400,17964
6108,1,17355,15465
6109,0,15999,15502
6110,1,18262,15725
6111,0,15514,17154
6112,1,16678,15327
6113,0,16660,15810
6114,1,17392,14527
6115,1,16674,14498
6116,0,15703,17381
6117,1,16797,14563
6118,1,17606,17316
6119,1,15993,17600
6120,1,16622,15869
6121,0,15807,15568
6122,1,18555,15579
6123,1,18826,13489
6124,0,14787,17191
6125,1,18675,16550
6126,1,17106,16656
6127,1,16956,17128
6128,0,13879,18146
6129,1,15164,15349
6130,1,16849,14755
6131,1,16914,16612
6132,0,16728,16626
6133,1,16694,16324
6134,0,15826,17003
6135,0,15558,18738
6136,0,14053,17098
6138,1,15373,16696
6139,1,17522,15130
6140,1,17088,16826
6141,0,16968,16545
6142,1,17987,16177
6143,1,16871,16960
6144,1,19035,14554
6145,0,13428,17826
6146,1,15834,15510
6147,0,15209,16726
6148,1,16426,14363
6149,0,15358,18377
6150,0,15894,16293
6151,1,14092,16091
6152,1,17559,14401
6153,0,15847,15200
6154,0,15280,17314
6155,0,18187,17888
6156,0,15509,16844
6157,1,16319,14730
6158,0,14588,17215
6159,1,16748,18327
6160,1,16516,16150
6161,0,17256,16079
6162,0,16396,16398
6163,0,14539,20376
6164,1,14657,15644
6165,0,18656,18614
6166,0,16609,16874
6167,0,15299,17788
6168,1,16942,14910
6169,0,15365,15501
6170,0,16052,17877
6171,1,16875,17066
6172,1,16623,14831
6173,1,16813,16743
6174,0,16763,18232
6175,0,14603,20376
6176,1,18005,15043
6177,1,15274,17812
6178,0,15216,15117
6179,1,17756,15246
6180,1,17476,16068
6181,0,18017,15100
6182,0,15531,16068
6183,0,14799,18389
6184,1,18009,14983
6185,0,16265,17460
6186,0,15023,15837
6187,0,17083,17016
6188,0,15954,18481
6189,0,16892,16936
6190,1,14583,14321
6191,0,16802,18401
6192,0,16957,17163
6193,0,15817,15844
6194,0,17219,18432
6195,0,15424,17357
6196,1,16502,16160
6197,0,16324,17267
6198,0,14532,15553
6199,0,14644,16011
6200,0,16616,16663
6201,0,14754,16523
6202,0,14242,17196
6203,1,17083,14206
6204,1,19716,14060
6205,1,18401,14733
6206,0,17359,17358
6207,1,17742,15448
6208,1,14431,15371
6209,1,18125,15297
6210,1,17210,16119
6211,0,15697,16934
6212,1,14591,17249
6213,0,14488,17640
6214,1,18869,14627
6215,0,16682,16084
6216,0,15898,18685
6217,0,15485,18135
6218,0,16667,17359
6219,0,16182,16849
6220,0,16574,15771
6221,0,14595,18214
6222,0,18856,15854
6223,0,14826,18433
6224,0,16237,17195
6225,1,18731,15839
6226,1,15443,16440
6227,1,16820,16348
6228,0,14997,15462
6229,1,16653,16630
6230,0,17781,14359
6231,1,17936,14586
6232,1,16769,15453
6233,0,16714,16623
6234,0,13517,18855
6235,1,15514,15857
6236,0,16131,15257
6237,0,15613,16081
6238,1,16678,15277
6239,1,17311,14530
6240,1,16703,15652
6241,0,13428,20376
6242,1,15585,18449
6243,1,16558,16317
6244,0,18211,16732
6245,0,15990,17415
6247,0,17008,15728
6248,0,15538,16245
6249,1,17097,16477
6250,1,17075,15851
6251,0,16035,18726
6252,1,17967,14928
6253,1,17273,16892
6254,1,14546,14241
6255,1,14639,16406
6256,0,16882,18143
6257,1,20170,14551
6258,1,20029,13584
6259,1,17260,15797
6260,1,18192,15553
6261,1,17325,13871
6262,0,16163,17991
6263,0,16039,18207
6264,1,15907,16019
6265,0,17536,13533
6266,0,18730,18555
6267,1,16105,13830
6268,1,15843,14542
6269,1,20236,13489
6270,1,20236,14075
6271,1,17869,17205
6272,0,14499,17578
6273,0,13705,18356
6274,0,13685,17696
6275,1,15366,18064
6276,0,14175,15944
6277,0,15975,16141
6278,0,13428,16620
6279,1,15578,14967
6280,0,14218,18729
6281,1,15198,16355
6282,1,17474,14179
6283,1,17786,14696
6284,1,17082,14694
6285,0,15711,15915
6286,1,16112,15661
6287,0,15700,18643
6288,1,17885,16466
6289,1,15705,14849
6290,0,13428,18452
6291,0,17080,19327
6292,1,17395,14097
6293,1,17498,16754
6294,1,17649,15455
6295,1,18717,13852
6296,1,15736,15605
6297,0,13800,18721
6298,0,15772,17274
6299,1,16825,16436
6300,0,17315,15523
6301,0,14144,15266
6302,1,16328,15136
6303,1,15135,16296
6304,0,17719,17101
6305,0,16291,17161
6306,0,15048,17147
6307,0,14155,15890
6308,0,15102,20376
6309,0,15522,19341
6310,1,17850,15924
6311,0,16720,18604
6312,1,17321,16618
6313,1,16672,17193
6314,1,15426,14715
6315,1,16404,15668
6316,1,18293,15608
6317,0,16605,16574
6318,0,18544,17484
6319,1,18499,15026
6320,1,16911,14998
6321,1,16963,16256
6322,1,17669,15442
6323,0,15875,18776
6324,0,16273,15112
6325,0,15848,17693
6326,0,15297,15799
6327,0,16406,17936
6328,0,17509,19627
6329,1,15398,16291
6330,0,17431,17178
6331,1,18968,13624
6332,0,16318,16644
6333,1,18896,16233
6334,1,15964,17363
6335,0,15924,16827
6336,0,15190,17324
6337,1,17482,13701
6338,1,14492,15103
6339,1,17055,14452
6340,1,14559,15907
6341,0,15838,18306
6342,1,16047,16565
6343,0,16513,15761
6344,0,15445,17220
