,gameid,bluewins,bluegolddiff,blueexperiencediff,bluegoldpermin,bluetotalexperience,bteamtotminionsdiff,blaneminions_diff,bluetotalgold
4271,4522521033,0,-1291,-1067,1770.5,17690,1,-12,17705
4272,4504894173,0,3371,1173,1676.3,17181,0,14,16763
4273,4457422227,0,-400,-539,1680.8,17371,-8,-5,16808
4274,4516273622,0,-4189,-3388,1511.1,16978,-40,-31,15111
4275,4508498519,0,-4011,-3207,1499.8,15823,-36,-34,14998
4276,4462114577,0,9,-1196,1694.2,17624,26,12,16942
4277,4464934797,0,-2630,-2204,1527.0,17079,-60,-57,15270
4278,4515832303,0,-1494,-700,1458.6,16499,-33,-37,14586
4279,4497740999,1,2655,2106,1823.2,18215,20,2,18232
4280,4489000836,1,329,-298,1719.0,16876,-12,-2,17190
4281,4511823167,0,1219,1558,1500.8,17416,26,32,15008
4282,4518026363,1,5494,1987,2175.5,18071,29,23,21755
4283,4474905504,1,1259,2317,1578.7,19141,12,-13,15787
4284,4490887510,0,-919,47,1640.4,18840,24,26,16404
4285,4522673306,1,2566,3097,1787.8,20464,14,-3,17878
4286,4483893838,1,1428,295,1853.2,18460,50,39,18532
4287,4496570005,0,-763,-450,1690.1,16288,-1,-28,16901
4288,4519431177,0,-1360,-1561,1756.3,17585,-60,-45,17563
4289,4480275637,1,-553,284,1596.7,17892,22,8,15967
4290,4515764294,0,-3279,-1466,1628.0,17372,-36,-29,16280
4291,4445163609,1,2301,2562,1714.2,18245,32,44,17142
4292,4492054165,0,-2462,-1894,1480.7,17294,-28,-28,14807
4293,4471038751,1,-198,-1159,1869.7,17238,-17,25,18697
4294,4478447096,0,240,-903,1705.7,17009,-10,-7,17057
4295,4523715686,1,1780,1010,1648.7,18581,13,17,16487
4296,4459332063,1,435,-1039,1572.1,17087,-26,-19,15721
4297,4439604541,1,1591,1778,1718.2,19944,15,-11,17182
4298,4465004748,1,937,530,1699.3,18608,-7,7,16993
4299,4450387625,1,-2320,-2276,1571.0,17847,-39,-14,15710
4300,4524555645,1,496,187,1779.3,18327,-16,-27,17793
4301,4515575207,1,6977,5303,1986.7,19401,95,68,19867
4302,4459482248,1,2832,2861,1853.8,19307,6,11,18538
4303,4473219788,0,-4073,-2595,1462.4,16231,-45,-15,14624
4304,4524703724,1,1561,621,1600.5,17430,30,41,16005
4305,4519580848,0,-2143,-1251,1519.4,17750,6,15,15194
4306,4465044945,1,6081,4748,2094.3,21575,54,38,20943
4307,4477827801,1,515,1403,1598.3,19092,10,24,15983
4308,4521920198,0,-2382,-2219,1451.3,17238,-40,-30,14513
4309,4521483085,1,2880,2785,1753.6,19253,71,69,17536
4310,4524144661,0,724,-1747,1579.6,16848,12,12,15796
4311,4525093722,1,4882,2906,2083.3,20278,23,29,20833
4312,4525118904,1,3877,1762,1865.0,20329,29,28,18650
4313,4522214427,0,-2127,-997,1504.4,17888,-23,-14,15044
4314,4518315271,0,161,-97,1581.1,17771,10,-10,15811
4315,4511251323,0,608,362,1561.2,17757,-1,20,15612
4316,4523593666,0,-4570,-3352,1515.1,16565,-15,-3,15151
4317,4474783005,0,120,1543,1649.6,18365,14,38,16496
4318,4477491383,0,-1073,-657,1605.9,17499,-51,-42,16059
4319,4521242429,1,-3181,-2898,1512.0,16083,-29,-25,15120
4320,4516825936,1,-226,-262,1618.5,17330,-24,-16,16185
4321,4522444254,0,-3096,-3752,1540.4,17439,-38,-16,15404
4322,4450477657,1,2123,2563,1795.2,18161,16,18,17952
4323,4490512919,0,-5760,-4168,1477.6,15469,-85,-74,14776
4324,4509823937,0,-2155,-2249,1618.3,17767,14,32,16183
4325,4523432307,1,-519,1292,1603.7,18122,40,18,16037
4326,4510843873,1,786,1049,1804.1,18637,39,8,18041
4327,4513110398,1,-1671,-1100,1482.0,16224,-59,-56,14820
4328,4523593129,0,-4036,-1844,1394.3,17294,-13,-1,13943
4329,4463171259,0,-1148,-2197,1702.3,16951,-20,-25,17023
4330,4520634321,1,-1399,-763,1501.1,17250,13,15,15011
4331,4488366121,1,4409,4503,2006.7,20095,33,47,20067
4332,4450463200,1,770,-46,1714.9,17815,16,-6,17149
4333,4468727943,0,-2193,-1574,1468.8,16866,-8,-18,14688
4334,4522652739,0,1236,144,1612.5,19055,-14,-14,16125
4335,4523041971,0,-2144,-2451,1419.7,17212,-25,-21,14197
4336,4507364273,1,4785,4475,1886.3,20134,44,32,18863
4337,4523621040,1,-344,1361,1548.8,18538,4,-1,15488
4338,4516905603,1,905,312,1828.3,18662,0,3,18283
4339,4510127229,1,1806,632,1853.8,19030,9,31,18538
4340,4513511494,1,2095,1664,1787.5,20182,11,-9,17875
4341,4520610371,1,2589,2509,1695.4,17771,18,34,16954
4342,4455149960,0,-745,-1826,1507.3,16649,16,34,15073
4343,4450950525,1,329,1704,1603.8,18686,13,11,16038
4344,4500650669,0,-478,-389,1603.2,18159,16,8,16032
4345,4519229533,0,273,-1110,1566.9,17654,-11,-14,15669
4346,4523569413,1,2713,464,1819.8,18250,43,59,18198
4347,4502159358,0,1852,219,1952.8,18855,-34,-6,19528
4348,4471522569,1,767,796,1731.6,18199,10,-10,17316
4349,4465402060,0,373,-1568,1650.9,18241,-48,-22,16509
4350,4475988049,1,2405,1439,1774.1,18253,29,31,17741
4351,4524429055,0,2186,1319,1612.4,18986,32,3,16124
4352,4523063509,1,1315,-99,1639.5,17740,5,5,16395
4353,4495755688,1,2533,1172,1802.0,18981,39,41,18020
4354,4479273649,0,-1394,-589,1475.9,17310,-42,-52,14759
4355,4502014751,0,-4413,-5071,1452.1,16346,-89,-48,14521
4356,4525225774,1,3347,2958,1834.1,19885,52,23,18341
4357,4460492996,0,4085,2139,1959.9,19082,25,23,19599
4358,4518392539,0,4581,2792,1801.9,17440,77,57,18019
4359,4513996335,0,453,-1745,1649.1,16774,-37,-48,16491
4360,4521189222,1,5773,3643,2169.9,20734,25,34,21699
4361,4513157515,0,251,1074,1624.9,18403,-4,-12,16249
4362,4524902181,0,335,731,1647.6,17474,19,4,16476
4363,4520017061,1,3826,3122,1824.6,17783,73,72,18246
4364,4495535828,1,919,94,1664.6,18549,-19,-16,16646
4365,4516132532,1,2150,475,1656.8,18389,-4,-6,16568
4366,4439238044,1,1840,144,1851.9,18555,5,9,18519
4367,4521769978,0,-1953,-1854,1549.8,17805,-61,-31,15498
4368,4475616584,0,-2435,-850,1492.7,17831,-31,-22,14927
4369,4455484504,0,-1338,-779,1512.0,17606,-13,-4,15120
4370,4522610884,1,2072,2367,1714.6,19310,2,-14,17146
4371,4525092845,0,-1634,-2844,1614.1,17238,3,-11,16141
4372,4467777075,1,3120,2464,1779.8,18795,38,28,17798
4373,4516815119,1,-781,289,1594.5,17648,38,53,15945
4374,4496160453,0,-620,-1984,1616.9,17326,-41,-23,16169
4375,4521266857,0,-1716,-2811,1517.7,17645,-33,-21,15177
4376,4505912615,1,5027,3394,1830.7,19628,40,24,18307
4377,4479275865,0,-932,150,1647.3,18395,-52,-45,16473
4378,4458863956,1,5415,2991,1948.3,18561,18,8,19483
4379,4516849769,0,-3832,-3915,1523.0,15161,-50,-34,15230
4380,4523130201,1,840,385,1658.3,17389,7,9,16583
4381,4478851132,0,-990,-2014,1684.0,18376,-38,-26,16840
4382,4480206299,1,969,1554,1783.6,19027,26,-2,17836
4383,4513547989,1,6413,3952,2165.8,20318,4,8,21658
4384,4476823895,1,3062,2772,1917.0,18219,55,51,19170
4385,4521990616,1,2765,1407,1822.9,18093,21,35,18229
4386,4523612845,1,3208,3285,1759.1,18925,67,49,17591
4387,4487157845,0,-1641,-1610,1506.7,17232,-78,-82,15067
4388,4522204465,0,-5161,-4099,1384.4,15601,-4,24,13844
4389,4522630339,0,-907,-1650,1569.9,17479,-26,-18,15699
4390,4523747667,1,-162,177,1707.7,19128,-8,-3,17077
4391,4479811257,1,-3731,-1458,1571.0,16731,-32,-25,15710
4392,4521508038,1,1771,1846,1645.0,18801,59,35,16450
4393,4519707046,0,352,639,1622.8,18476,58,31,16228
4394,4497518760,0,1189,1151,1680.3,18812,53,49,16803
4395,4508944628,0,-1176,-1499,1546.2,17729,11,1,15462
4396,4452094519,1,1404,1286,1623.3,17972,4,1,16233
4397,4520635359,1,-4876,-3481,1623.9,16109,-32,-28,16239
4398,4494997427,0,249,182,1551.4,16759,12,19,15514
4399,4510743297,0,2220,2300,1846.6,19801,47,33,18466
4400,4499992790,0,1559,814,1690.7,18996,71,70,16907
4401,4455312963,1,1673,536,1766.2,18294,-19,22,17662
4402,4475518847,0,-4785,-3317,1473.8,16575,-36,-21,14738
4403,4488507163,0,-2463,-2163,1622.5,17213,4,-18,16225
4404,4459250324,1,5159,4916,1848.6,20095,100,82,18486
4405,4467381838,0,-3805,-2559,1459.7,17317,-58,-54,14597
4406,4523590647,1,2274,2694,1681.8,19595,54,48,16818
4407,4463551021,0,-5129,-3055,1371.4,16890,-46,-49,13714
4408,4517040983,1,2398,1573,1794.6,18589,14,-5,17946
4409,4524348697,0,488,2349,1614.1,19201,46,32,16141
4410,4481332118,0,-2489,-2055,1715.1,17131,-3,10,17151
4411,4509091721,1,270,-688,1848.3,18474,-11,15,18483
4412,4520730804,1,1219,232,1553.0,17715,7,-3,15530
4413,4516320607,0,-435,-960,1590.0,18137,-39,-12,15900
4414,4522838213,1,4228,2880,1752.0,19639,58,51,17520
4415,4521070443,0,465,632,1593.3,18047,30,43,15933
4416,4419504973,0,-1673,-1221,1636.9,18174,8,-3,16369
4417,4523803746,1,-1723,-545,1442.2,17039,21,16,14422
4418,4461203281,0,-6578,-4807,1357.0,15620,-88,-73,13570
4419,4525186736,0,-1992,-1588,1570.6,17720,-26,-12,15706
4420,4489559952,1,-113,-116,1789.8,18398,11,13,17898
4421,4494926014,0,-3517,-3374,1439.7,16267,-30,-16,14397
4422,4496339306,1,2582,2655,1722.7,18492,58,45,17227
4423,4504441454,0,533,1187,1608.0,17928,-20,-1,16080
4424,4522672364,0,-973,-1012,1534.6,16812,38,52,15346
4425,4473758044,0,-3650,-3119,1385.3,14781,-18,-16,13853
4426,4523105100,0,-1930,-2043,1441.7,16652,-20,-25,14417
4427,4525199033,1,3188,2289,1867.6,18018,48,32,18676
4428,4422002181,0,2674,1630,1885.8,18627,-20,-45,18858
4429,4477479713,1,3002,2125,1846.3,19599,12,30,18463
4430,4480020751,0,-1936,-646,1528.6,16864,-44,-49,15286
4431,4509961574,0,-2595,-574,1708.8,18472,7,-27,17088
4432,4448333307,0,-5092,-4196,1467.4,15727,-56,-56,14674
4433,4516589637,1,-978,-1076,1667.6,18316,-14,-2,16676
4434,4494107603,0,1597,1617,1684.3,19160,24,10,16843
4435,4474739496,1,4035,3311,1764.0,18174,69,52,17640
4436,4524259924,0,473,446,1651.7,16968,7,-1,16517
4437,4524541241,1,5448,4419,1862.6,19683,19,26,18626
4438,4462131057,1,6476,4261,2099.6,19123,79,71,20996
4439,4513183319,1,1584,2449,1659.5,19727,24,16,16595
4440,4478377067,0,-1637,-886,1656.1,18103,-4,-1,16561
4441,4491128143,0,-2476,-394,1567.6,19519,-42,-37,15676
4442,4494451554,1,505,-1017,1684.7,17670,-26,-3,16847
4443,4516598704,1,-576,-1318,1483.7,17198,23,33,14837
4444,4505468000,0,-1647,-1866,1562.4,18203,-16,-14,15624
4445,4433044293,0,-2395,-2214,1458.7,16414,-44,-32,14587
4446,4516410666,0,-1067,-1598,1590.4,16786,10,2,15904
4447,4450445125,0,-1977,-700,1410.3,17162,20,6,14103
4448,4522483901,1,2306,1659,1668.5,18048,6,8,16685
4449,4502043539,1,366,84,1650.1,18178,-7,3,16501
4450,4486347504,0,567,-1018,1569.4,17103,-1,3,15694
4451,4488749710,1,272,1485,1654.4,18907,21,26,16544
4452,4503402454,0,1744,454,1892.3,18843,24,6,18923
4453,4476285396,0,-2175,-2386,1475.6,16229,-9,-7,14756
4454,4499239181,1,-5976,-4619,1445.0,15560,-63,-78,14450
4455,4477299853,1,359,-386,1533.2,17832,-8,-13,15332
4456,4520840056,0,-2478,-1258,1402.6,17348,-55,-34,14026
4457,4515792807,0,700,814,1683.5,18378,17,10,16835
4458,4516517025,1,1207,2244,1730.1,20766,13,-2,17301
4459,4467606891,1,-592,-223,1648.9,17951,-9,-8,16489
4460,4489529457,1,684,167,1721.2,17919,14,28,17212
4461,4502671483,0,-3684,-3135,1509.0,15998,-61,-70,15090
4462,4519385513,0,-1272,-2335,1431.9,16364,-14,-17,14319
4463,4489533788,1,1788,2424,1672.1,18046,38,27,16721
4464,4517834101,0,-5292,-4004,1508.9,17098,-11,1,15089
4465,4514486650,1,-130,-624,1566.2,17214,7,2,15662
4466,4512554804,0,-2791,-2246,1546.3,16939,-36,-21,15463
4467,4452269008,0,-2125,-3115,1688.0,17307,3,-5,16880
4468,4522521968,1,-101,-556,1521.6,18894,-43,-32,15216
4469,4458560813,1,1269,788,1767.4,18595,20,4,17674
4470,4524198218,0,251,-340,1653.3,17396,-2,14,16533
4471,4521761275,1,-3446,-3817,1571.6,16980,-38,-14,15716
4472,4511226212,1,2803,2471,1763.1,18398,78,73,17631
4473,4423083360,0,-1416,63,1514.8,18263,-36,-17,15148
4474,4466248745,0,-2588,-884,1464.9,17099,-46,-60,14649
4475,4469830896,0,-409,-2098,1651.7,16913,-16,-16,16517
4476,4516145589,1,894,639,1802.6,18214,25,16,18026
4477,4513579989,0,-1977,-944,1639.9,18258,-28,-17,16399
4478,4483693148,1,2316,1298,1895.9,18151,-17,-33,18959
4479,4517942956,0,-3220,-4094,1388.8,15518,-72,-70,13888
4480,4521180188,1,52,1036,1518.8,17748,26,22,15188
4481,4485702614,0,-1386,-335,1439.5,17060,-18,-1,14395
4482,4524823620,0,1942,890,1766.3,18440,-3,-3,17663
4483,4492333957,1,3111,2739,1834.8,19545,25,14,18348
4484,4501213837,1,-4427,-3299,1333.7,15472,-46,-39,13337
4485,4522640075,1,1183,1036,1706.4,18586,-24,-10,17064
4486,4513734399,1,5236,5547,1859.5,21025,50,38,18595
4487,4464180700,0,-915,-1035,1509.6,17840,-28,-11,15096
4488,4520900550,1,2507,3436,1774.3,20843,50,61,17743
4489,4424690853,1,-788,151,1708.8,18459,-35,-7,17088
4490,4504218581,1,3866,3496,1781.0,19743,75,57,17810
4491,4422174919,1,-936,-624,1395.4,17057,45,32,13954
4492,4514595222,1,955,1833,1630.0,19402,32,52,16300
4493,4471458377,0,-581,146,1609.6,17359,24,20,16096
4494,4523361669,0,-2814,-2623,1633.1,16667,-13,0,16331
4495,4522408229,1,1967,1068,1651.5,18870,34,24,16515
4496,4464898838,1,1245,686,1686.0,18682,0,16,16860
4497,4509176495,1,829,-929,1687.0,16180,-37,-33,16870
4498,4522565095,1,759,467,1700.1,19717,-2,0,17001
4499,4524987939,0,-174,-35,1411.2,16664,-17,-3,14112
4500,4514375184,0,-978,-849,1530.0,18001,45,38,15300
4501,4482060310,1,1801,2218,1927.6,19221,-10,-25,19276
4502,4453451524,0,-1590,-780,1576.6,16789,-21,-15,15766
4503,4524313607,0,-1805,-504,1529.2,18345,-66,-54,15292
4504,4496666783,0,-1296,-382,1432.1,16217,-19,-23,14321
4505,4521738379,0,-2847,-1355,1649.2,17944,-30,-17,16492
4506,4515360934,1,1031,829,1735.7,18244,26,14,17357
4507,4523068709,1,1953,135,1751.9,17307,-2,0,17519
4508,4405265632,1,690,444,1613.9,17770,31,39,16139
4509,4521497074,0,-793,606,1708.8,18568,-6,-20,17088
4510,4465328371,1,661,735,1560.9,18083,-2,-19,15609
4511,4507022630,0,3240,1787,1891.3,19182,0,-12,18913
4512,4518246316,1,1859,1271,1805.4,18465,43,44,18054
4513,4514424102,1,903,1110,1569.0,17299,9,15,15690
4514,4518841183,0,353,-160,1600.3,17739,12,17,16003
4515,4516498052,1,1520,1110,1818.1,17078,42,37,18181
4516,4427765980,0,-623,-39,1562.8,17683,3,-2,15628
4517,4522338747,1,2025,-460,1809.3,17986,10,12,18093
4518,4506917789,1,-315,718,1560.7,18678,-36,-31,15607
4519,4439770963,1,-1592,-2199,1516.4,17404,-36,-37,15164
4520,4467345105,0,736,-349,1809.0,18948,9,25,18090
4521,4465110023,1,3156,1621,1700.1,18549,38,34,17001
4522,4522649114,1,1085,-556,1590.4,17670,-32,-16,15904
4523,4505443284,1,3672,4732,1821.5,19165,44,56,18215
4524,4499995940,1,-126,463,1617.7,18401,-1,1,16177
4525,4495892893,0,-988,-1321,1708.7,17225,10,5,17087
4526,4524282736,1,466,933,1659.4,18973,-11,-9,16594
4527,4475253617,0,-1443,-269,1510.1,18673,18,24,15101
4528,4520039932,1,833,383,1578.7,17255,59,30,15787
4529,4479148881,1,-189,-709,1593.6,18164,17,3,15936
4530,4521490915,0,-233,20,1560.8,18584,-7,-6,15608
4531,4452414330,1,-193,548,1722.6,19315,11,3,17226
4532,4505938604,0,-1832,-386,1697.2,19143,-30,-32,16972
4533,4523349823,1,961,849,1642.1,19037,34,30,16421
4534,4519268347,0,1047,-143,1666.4,18036,9,8,16664
4535,4520614992,0,-6000,-3856,1492.0,17398,-65,-60,14920
4536,4503114747,0,3036,3251,1822.7,19733,89,75,18227
4537,4525105080,1,5422,3259,1988.5,18684,-6,-5,19885
4538,4515342462,0,-3230,-3243,1522.5,16334,-61,-47,15225
4539,4518772653,0,-2692,-1151,1507.0,18012,-8,-8,15070
4540,4521931000,0,-336,-124,1642.5,18433,29,35,16425
4541,4510216676,1,1089,196,1716.8,17989,-4,-2,17168
4542,4524358757,1,-775,687,1782.2,18329,-8,-10,17822
4543,4511106120,0,-4331,-2588,1405.5,16334,-21,-18,14055
4544,4521200467,0,-916,483,1621.3,17532,-13,-7,16213
4545,4432479644,0,-2529,-2091,1633.7,16985,-10,-12,16337
4546,4511816090,0,705,-208,1573.6,18218,-15,-16,15736
4547,4441400812,1,1814,619,1679.0,18508,55,57,16790
4548,4509325423,0,-1053,-1363,1609.1,17434,-9,-18,16091
4549,4500668371,0,-4395,-4086,1443.3,15908,-34,-9,14433
4550,4519714045,1,3129,1416,1738.9,18966,24,34,17389
4551,4470842371,0,-4666,-3086,1447.5,16283,-13,-19,14475
4552,4513277280,0,599,754,1537.3,18233,86,52,15373
4553,4515518787,0,-2528,-993,1438.1,16919,-6,6,14381
4554,4524043423,1,1283,518,1797.5,18967,12,31,17975
4555,4445985804,1,2929,1296,1745.9,19021,42,40,17459
4556,4459570157,1,2638,2423,1905.6,19650,65,28,19056
4557,4522848793,0,-4158,-3452,1411.7,16799,-65,-49,14117
4558,4481684110,0,-355,-1775,1719.1,17872,6,23,17191
4559,4513438195,1,3161,2079,1858.5,18660,16,31,18585
4560,4453399746,1,2875,3178,1827.1,20332,7,11,18271
4561,4492722693,1,3363,2997,1795.3,18196,56,42,17953
4562,4459114610,0,6,1023,1564.5,17261,-41,-46,15645
4563,4472293510,0,-2574,-404,1458.8,17460,17,19,14588
4564,4520411490,1,-428,-432,1615.2,17881,6,22,16152
4565,4510541398,1,1866,80,1703.0,18285,-42,-34,17030
4566,4457247520,1,1902,3370,1920.4,20520,61,32,19204
4567,4488648117,0,-1375,-850,1492.5,18636,-31,-2,14925
4568,4518422789,1,2585,3290,1756.1,19417,10,0,17561
4569,4426682867,0,-2353,-2050,1504.9,16534,-25,-24,15049
4570,4517499041,0,-279,-411,1552.3,18159,-4,-14,15523
4571,4496882538,0,-2917,-2806,1491.0,16907,10,11,14910
4572,4519072442,0,-3783,-3300,1578.7,15849,-24,-1,15787
4573,4511135816,0,-103,859,1684.0,19282,46,45,16840
4574,4513953505,1,-1345,-621,1454.1,18354,-31,-20,14541
4575,4516839645,1,-1115,-883,1627.3,17751,-34,-15,16273
4576,4517169650,0,-1711,-2183,1453.1,16999,-11,-13,14531
4577,4478166027,1,1221,-172,1741.3,17940,-26,16,17413
4578,4511093393,0,-2461,-1626,1562.2,17546,18,18,15622
4579,4519770095,0,2100,1556,1955.6,18530,19,9,19556
4580,4518322850,0,823,2681,1679.7,18636,74,55,16797
4581,4513928992,0,-488,-237,1573.5,17073,24,25,15735
4582,4513293548,1,2093,2151,1857.0,19063,5,-6,18570
4583,4521046337,1,3364,2412,1784.9,18536,-7,4,17849
4584,4513125079,1,3356,2257,1936.4,19292,44,34,19364
4585,4517761831,1,1992,2548,1704.7,19134,12,1,17047
4586,4513550456,0,-1198,-833,1610.5,17701,17,7,16105
4587,4481845799,0,-2415,-2092,1561.1,17672,-23,-9,15611
4588,4494815274,1,2265,2656,1876.6,20059,3,6,18766
4589,4505931030,1,2708,1906,1759.0,19299,27,8,17590
4590,4522772427,0,-2558,-2878,1522.2,16160,-24,-13,15222
4591,4510804992,0,-294,-531,1553.7,18116,1,-5,15537
4592,4518577355,1,4692,3644,1926.5,20085,72,23,19265
4593,4518324139,0,-1222,-815,1474.6,17859,5,-9,14746
4594,4479045303,1,-1107,-2894,1526.1,15935,-23,3,15261
4595,4487273871,0,-3179,-937,1346.5,15462,-37,-35,13465
4596,4523365971,1,5565,5067,2031.0,20225,75,61,20310
4597,4496715260,1,1863,464,1752.7,18186,2,-4,17527
4598,4465317385,0,-4179,-4531,1506.1,15124,-76,-53,15061
4599,4489876149,1,-923,-229,1676.5,18366,20,-1,16765
4600,4523715592,0,-1910,-1781,1501.8,17474,-20,-27,15018
4601,4505476862,1,4061,3186,1820.5,19871,45,38,18205
4602,4465999094,1,-480,-607,1528.4,16690,-54,-43,15284
4603,4467191022,0,-2243,-3667,1502.6,16386,-48,-27,15026
4604,4524493753,0,443,-1437,1582.7,17668,-29,-20,15827
4605,4511896350,1,354,816,1646.3,18961,8,-4,16463
4606,4522843315,1,-363,-191,1690.8,17271,-30,9,16908
4607,4470854778,0,2459,834,1801.7,18923,25,8,18017
4608,4462225313,1,-216,882,1525.7,18061,-30,-23,15257
4609,4450504768,0,-3585,-3405,1364.3,16820,-57,-49,13643
4610,4476854395,1,-2778,-2174,1441.8,16672,-3,1,14418
4611,4454163991,0,-2450,-1839,1599.9,18592,-27,-14,15999
4612,4508386136,1,-330,-142,1503.1,16824,-6,-13,15031
4613,4520641645,0,2279,2842,1612.9,18567,16,5,16129
4614,4451815027,0,-1694,-1,1605.9,18553,-23,-15,16059
4615,4447390730,1,709,1296,1773.1,18478,7,27,17731
4616,4498702463,0,-6871,-5115,1520.2,16607,-76,-34,15202
4617,4496993021,1,987,1253,1578.6,18637,57,46,15786
4618,4478459964,1,145,-862,1600.3,17277,-31,-30,16003
4619,4497646663,0,-3975,-4232,1386.7,15515,-44,-31,13867
4620,4484829237,1,683,246,1579.2,17609,35,18,15792
4621,4511494997,0,-1674,-772,1441.5,17248,-28,-31,14415
4622,4518046236,1,1630,1924,1666.5,18534,23,1,16665
4623,4508510865,1,-848,-4,1577.5,16946,14,24,15775
4624,4521738824,0,217,72,1641.8,17454,33,21,16418
4625,4522160607,0,3224,2800,1952.5,20374,79,61,19525
4626,4499876537,0,-6973,-3705,1434.9,16821,-117,-104,14349
4627,4525145035,0,-1726,63,1648.0,17339,17,-3,16480
4628,4495025348,1,1289,2602,1768.3,20153,53,29,17683
4629,4469156590,0,-3201,-3067,1679.7,17770,-29,-32,16797
4630,4514168279,0,-1313,-1476,1461.6,16844,-48,-34,14616
4631,4521789361,1,5269,3577,1862.2,19365,61,56,18622
4632,4522791415,0,-5354,-4248,1468.9,16679,-63,-49,14689
4633,4516499874,0,-1949,-1074,1784.2,18236,-26,-34,17842
4634,4523342801,1,-1318,132,1475.6,18676,-1,-29,14756
4635,4478911331,1,3098,2685,1849.4,17736,35,24,18494
4636,4478232442,0,-2809,-2023,1387.0,15601,-21,-19,13870
4637,4497737191,0,-108,-914,1440.9,17030,6,12,14409
4638,4495097170,0,-3318,-2979,1554.3,17304,-51,-31,15543
4639,4519598858,0,-4093,-2844,1574.0,15862,-25,-31,15740
4640,4521451457,1,-854,-1069,1569.1,17738,-33,-37,15691
4641,4524214871,1,-1891,-1211,1531.4,17245,0,-19,15314
4642,4522611565,1,5872,4455,2003.0,18878,58,34,20030
4643,4464785685,1,3713,3023,1812.1,19941,44,16,18121
4644,4514180847,1,3149,2125,1862.5,18897,23,-4,18625
4645,4459259003,1,4263,2953,1815.2,19147,19,29,18152
4646,4480352834,1,2896,1979,1735.0,18363,40,34,17350
4647,4524038349,1,2216,1311,1636.3,18353,5,7,16363
4648,4485749350,1,530,227,1610.4,17424,-41,-52,16104
4649,4518948833,1,-729,-889,1540.1,16508,-13,4,15401
4650,4484466757,1,5885,4652,1933.1,20193,90,85,19331
4651,4458884103,0,2607,1862,1753.7,19736,27,13,17537
4652,4524294233,0,1952,1542,1837.9,19031,-7,7,18379
4653,4478567807,0,-1726,-1890,1485.7,16453,20,7,14857
4654,4505623673,1,996,116,1752.0,18523,2,-1,17520
4655,4520992156,0,-4715,-1691,1483.7,17437,-30,-30,14837
4656,4509478131,0,928,-633,1693.0,18587,-10,-4,16930
4657,4524787286,0,-1514,-893,1633.2,17067,-9,-15,16332
4658,4523329461,0,-281,497,1580.7,18325,-4,1,15807
4659,4524378471,1,-438,-669,1872.0,18913,18,36,18720
4660,4520690347,0,-579,-379,1421.5,17252,5,-5,14215
4661,4456415287,1,3579,2679,1912.4,20438,55,53,19124
4662,4469875556,0,-1241,-1045,1435.2,17455,-23,-10,14352
4663,4520327496,1,727,-566,1678.4,18136,32,31,16784
4664,4522499744,1,-972,-1814,1632.8,17945,7,8,16328
4665,4501224571,0,-1086,646,1531.8,18578,7,6,15318
4666,4505993951,1,-2200,-1933,1489.6,17240,-53,-28,14896
4667,4474824980,1,481,-259,1566.7,17128,-21,-17,15667
4668,4441973762,1,4612,2877,2190.8,20909,74,32,21908
4669,4515510441,0,1506,-265,1637.2,17570,17,34,16372
4670,4524917610,1,2090,468,1599.3,16122,-4,-21,15993
4671,4488919403,0,-2579,-3819,1446.9,15329,-122,-108,14469
4672,4467269037,1,1723,740,1695.6,18750,-11,-3,16956
4673,4515518860,0,559,55,1669.9,18064,10,18,16699
4674,4466772650,0,-3346,-3153,1486.8,16222,-7,8,14868
4675,4522174170,0,785,812,1828.1,17856,42,34,18281
4676,4444894425,0,-439,775,1514.4,18640,-7,-27,15144
4677,4520952711,0,-4416,-3186,1413.5,15854,-47,-49,14135
4678,4519044146,0,-4523,-3729,1380.8,15418,-75,-50,13808
4679,4439283192,0,-3447,-3324,1513.7,15969,-77,-56,15137
4680,4508316147,1,2145,870,1724.7,18201,13,-8,17247
4681,4449290727,0,577,1501,1648.5,18714,1,11,16485
4682,4489725249,0,-1883,-873,1686.7,16680,1,-17,16867
4683,4462678795,0,-3608,-4288,1427.2,15106,-57,-65,14272
4684,4515621267,0,-4690,-3429,1428.2,16446,-71,-53,14282
4685,4475707542,1,1705,177,1635.2,17852,8,18,16352
4686,4495519418,0,2417,2101,1786.2,19955,17,39,17862
4687,4450519397,0,617,866,1643.1,17901,-26,-32,16431
4688,4514247326,1,2861,2287,1711.4,19292,3,5,17114
4689,4522183138,1,503,-222,1900.3,16349,9,17,19003
4690,4521420506,0,-1679,-1569,1545.1,16217,-17,0,15451
4691,4520766314,0,2361,770,1794.1,18842,-42,-44,17941
4692,4455180442,1,4932,3923,1953.7,20680,39,34,19537
4693,4520880058,1,1310,-95,1686.3,17496,-7,5,16863
4694,4512177311,0,-2314,-2460,1531.5,17328,-35,-24,15315
4695,4452157467,1,-153,-962,1585.3,17700,-24,-37,15853
4696,4519154901,0,-2186,-1093,1407.2,16596,-3,-3,14072
4697,4476185279,0,-1567,1876,1703.0,16983,10,5,17030
4698,4520799131,0,-2139,-1844,1561.7,17606,-53,-6,15617
4699,4513869667,1,487,-618,1563.4,17475,-46,-29,15634
4700,4524316009,1,-860,-121,1549.3,17405,15,9,15493
4701,4476303520,0,786,1155,1595.9,18751,11,6,15959
